user_name	user_friends
zeph É?õ | TXTCATCHER CB SCREAMS???ˇ $27	788
"#TXT_MAGIC_OLYMPICS"""	0
HT É?õ #OUSTDUTERTE	391
"#TokyoOlympics"""	0
Chris Hockman	672
TennisMyLife	282
"#Tokyo2020 #Olympics https://t.co/HhGvThLEqw"""	0
Umesh Nepal???????Ê	464
Abhijeet Kulkarni	733
"IND 1 NED 4: Frederique Matla scores with a fine reverse hit as the Dutch take a threÉ?? https://t.co/1bsjx9DMY8"""	0
Mart??nez Nicol?≠s G . ???Ø???¶ ???????¶É?´ã?è	488
"???????? DellÉ?? https://t.co/ntss5RSkPS"""	0
Bill Callaghan	956
????????†??†?¨†??†??†??†??†?? †??O†?¶E†??†??KY????????	3114
?Å˝???	79
Ankit Yadav	16
"#OlympicsindiaÉ?? https://t.co/Bt94AXHSQo"""	0
????É?çÉ??ã?è??êùbra??ç????Å????	144
"#Ö??Ö??Ö??Ö??Ö??Ö??Ö??Ö??Ö??Ö?¶É?? https://t.co/KckQ4ttvRi"""	1
Fenners	17
Daniella	636
"Place Bet On all #OlympicGames?ˇ here onÉ?? https://t.co/UaWTxsVGy6"""	0
Paul M. Banks	885
Sayantan Bhattacharjee	34
"#hockey #Tokyo2020 #INDvNED https://t.co/PZJULecNRm"""	0
Mayte Carre?Òo	700
Express Sports	398
"LIVE: https://t.co/acmTWhzH0K"""	0
USA Basketball	634
"The U.S. Women begin #Tokyo2020 play on Tuesday versus ???????™É?? https://t.co/vCSi3WwZTC"""	3
The Field	602
"GOOOAALLL! Matla adds a fourth for Netherlands and India have completely colÉ?? https://t.co/mtmrsp5jX6"""	0
Mehmood Arif	300
"#indusriver #river #beautiful #Tokyo2020 #Pakistan #Punjab https://t.co/0SxCFoeGRI"""	1
Reuben Terrado	1689
Lauren	431
Tay	733
Éù?ã?èÖ??Ö?˝Ö??Ö??Ö??Ö?˝Ö??Ö??Ö??Ö??Ö?≠Ö??Éù?ã?è	370
SuperSport Blitz	271
MaayoN†??†Ê?†Êü?õ†Ê????????????Æ	2808
"#Hockey #IND #Cheer4India #Tokyo2020 #Olympics"""	1
Gururaj Bhatia	1314
????•??Ò???¨•ü?Ò????	33
"#MirabaiChanu É??É??É??É??É?? #Tokyo2020 #TeamIndia congratulatiÉ?? https://t.co/TnasAACK4H"""	0
Gerry @ ??è≠	1392
"#Tokyo2020"""	0
Saurav Roy	151
"'Mirabai chanu' won the Silver Medal in 49 kg weightl ifting.???ùÉ?? https://t.co/OT0YqdDmNk"""	0
????†??†?≠†??†??†??s ???è †?ç†??????	186
"This horse has better rhythm than me ??ê? Éù? https://t.co/HgfR0Auey8"""	0
Vignesh Kumar	1381
"#Tokyo2020"""	0
Russell	937
?Ò•??´?¨??•??Ò ?¨?ÒÉ???´?ü•?É???Ò	296
Chika Ishii	4955
Love	Twitter Web App
Almighty Alexa	653
Roehl Sybing	750
"SÉ?? https://t.co/8cUfPTcKYI"""	0
Las Malvinas son Argentinas ???????˙	1743
Archit	239
"#Tokyo2020"""	0
Dana M	810
?ù???ù???ù???ù???ù?ê???????Ê????Ö??Ö??Ö??Ö?˝Ö??Ö?ÅÖ?¯	348
"#Tokyo2020"""	0
European Gymnastics	377
"#Tokyo2020 https://t.co/dotGJWlLhK"""	0
É??É?™revwellÉÅ˙É?? PTD NO.1 on HOT100 Éù?ÉÅ¯?ú?? É??É?????ÊÉ??Éù?	212
"#TXT_MAGIC_OLYMPICS"""	0
Sandeep	570
Peet Jitsamut????????	1743
Harvinder Puri	505
Colm Carton	306
?ù?ü?ù???ù???ù???ù???ù???ù???ù???ù?ˇ?ù??É?õ ???????™	6088
Thor????????É?≠	1353
"Abbu: https://t.co/kqcJiZw5rj"""	1
vishnu v y	1175
Off The Ball	1758
"@IndeedIE #TalentUnleashed"""	0
TXT Philippines °??â?™°?? $24 ???? PH GO FOE	65
"PhÉ?? https://t.co/6HeOu7LycA"""	8
Elias ???ú	1732
"#USWNT #Tokyo2020"""	0
Sydney West	675
The Sports Shot	1375
"#USWNT #Tokyo2020 #USAvNZ https://t.co/r1xAqq2B41"""	1
Joey Vogt	889
Subhayan Chakraborty	1488
"#Tokyo2020"""	1
Keith ?? Gealbh?≠in	403
Ashraf Ali ......	426
"What a starÉ?? https://t.co/Immrg3NyPO"""	1
Daniel Phimphisane	466
"#NZLvUSA #Tokyo2020"""	0
fuimaono-sapolu	1007
Columbia Athletics	537
"#Tokyo2020 | #LionsOlympians | #RoarLionRoar https://t.co/jg1eS7cXWI"""	0
Prabhakar Mishra ????????	233
"#Tokyo2020 https://t.co/yppvleA87e"""	0
É??É?™revwellÉÅ˙É?? PTD NO.1 on HOT100 Éù?ÉÅ¯?ú?? É??É?????ÊÉ??Éù?	212
"#TXT_MAGIC_OLYMPICS"""	1
Salocin.TEN (www.salocinten.info)	3323
k_III	371
dR. M???ß???™????	1504
Dr Brian O'Halloran	500
@Bambuu	1421
Lingz	121
Gaurav	553
"#Tokyo2020 #Cheer4India"""	0
Arvind Chauhan	2039
"#Tokyo2020 | #Olympics"""	0
Tanya DiSarro-Carman ???¯É?´ã?è	122
Half Pint	274
Afzal Raipuri É?ç??èØ	939
"Congratulations #MirabaiChanu for winning silver medal and bringing glory after 21 years in wÉ?? https://t.co/mDEVkHCjP2"""	0
†?ß†??†??†??-†??†?Å†??†?è†??†?Ò Öùê	174
"#Gold #Tokyo2020 #Olympics https://t.co/hlyShen3Eq"""	0
Intekhab Alam ???????? ( Stay Home Stay Safe)????????	895
Rsourav107	173
"#Tokyo2020 #TokyoOlympics2021 https://t.co/itYDaOxjPy"""	0
Fervid Indian ????????	1519
"#JaiHind #Tokyo2020"""	0
SMNI News	681
"#Tokyo2020É?? https://t.co/wst7jyzK8R"""	1
T. ????ã?è???Ò	116
BLUEBERRY????	15912
"WomenÉ??s Summer Olympics #Tokyo2020"""	2
frank sfarzo	402
R E B E L	38
"#Tokyo2020 #Olympics"""	0
s tanwar	485
"#Tokyo2020"""	0
Beyond 90	760
"In other gamesÉ?? https://t.co/d4aWuINfFS"""	1
Danielle Brannan	257
Patrick Rhys Atack	1926
"I took a look through the official #Tokyo2020 """"Playbook""""  -  here's soÉ?? https://t.co/1lGINaQBr6"""	0
Jack Walker {Go Team GB!}	3990
"#Tokyo2020"""	0
Vishal Dikshit	860
"#Tokyo2020"""	0
Frê?ncesco Creê?vani ????????	1404
??ç? †Ê??ú†Ê? Éù?ã?è24$	565
"#TXT_MAGIC_OLYMPICS #Tokyo2020É?? https://t.co/SYJbJIPwa2"""	0
Christie Randazza É??	443
USHMA TYAGI	201
"#OlympicsÉ?? https://t.co/dKvyNDxDnS"""	0
LEGENDARY	1096
Roddy Russell Jr.	787
Hockey Ireland	869
"#HockeyInvitesÉ?? https://t.co/jNL2u8r6Jp"""	1
Ashlyn	150
Rajkumar M	209
After Manika Batra	Twitter for Android
Szendrei Zolt?≠n	467
???ß???????ß??????è?É?´ã?è??????è?Gabster she/her	505
Domestique	608
"#Tokyo2020"""	0
WE STAND FOR CHANGE	5
"Tremendous effort by Mirabai Chanu???è becoming theÉ?? https://t.co/M4zqZBtGBG"""	1
Vi	515
"#Tokyo2020 #ArtisticGymnastics #Olympics"""	1
Big Ng ÇØ?áü?Ü?? ???˙	889
"#TeamThailand #Taekwondo #OlympicsÉ?? https://t.co/8dSR8vbe6l"""	0
StrategySoda	80
"#Weightlifting https://t.co/RhFKh899nb"""	0
Aly ~ 4 Ever Mamamoo ~	2
Ellen Gerstein	4843
Kiesha ??ê?	1514
Alankrit Shukla	2321
"#Olympics"""	0
Sarah Wright	160
CGTN Africa	367
Jackie Wong	220
??è?É?çÉ?ˇã?èworlds-crab??è?É?çÉ?ˇã?è	68
"#coronavirus #DeltaVariant #SaturdayMorningÉ?? https://t.co/uvr2933zk9"""	0
Tay ????	715
George Edgar	130
"#USWNT #Tokyo2020 #TokyoOlympics"""	0
Katie Webber	1043
"#TokyoOlympics #Tokyo2020"""	0
Ö??Ö??Ö??ÖùÅÖ?˝ Ö??Ö?ÊÖùçÖ??Ö??Ö?ú Öù? Anshul Chavhan	1788
"#TeamIndia #Tokyo2020 #Olympics #IND #INDvsNED #Hockey"""	0
Almighty Alexa	653
Andy ??l Blessed	245
Cody Anthony HeRNAndez	1945
Prakash C Lamani INC????????Haveri Dist	448
"???????????????????????? https://t.co/PjRc7bqBie"""	0
Sandeep	570
Dave Anthony Publico	609
"Basiliso Moreno, LMSW BasCity Entertainment, LLC"	2393
Vivek 45	548
"#Tokyo2020"""	0
Melanie DaSilva	712
The Field	602
"GOOOAAALLL! A brilliant field goal from Netherlands. Albers on the scoresheetÉ?? https://t.co/ziJCDkRhfX"""	0
Michael Sheridan ???????¶???¶???ß	904
Red Card	3101
"#NZLUSA #Football"""	0
Narelle Sindos	945
Billy Heyen	4999
SuperSport Blitz	271
É??É?™revwellÉÅ˙É?? PTD NO.1 on HOT100 Éù?ÉÅ¯?ú?? É??É?????ÊÉ??Éù?	212
"#TXT_MAGIC_OLYMPICS"""	0
Abhijeet Kulkarni	733
"IND 1 NED 3: The pre-tournament favourites have tightened the noose around the IndianÉ?? https://t.co/WhbQxgVEHf"""	1
Shawn Medow	2561
kristen	1060
"#Tokyo2020"""	0
NDTV Sports	4
"#TokyoOlympicsÉ?? https://t.co/LW3rE0ILNC"""	0
Zon Ayami???çÉ?ùã?è	155
"#Tokyo2020 https://t.co/q6nYla3mf0"""	0
Chicago Red Stars	267
"???ß???? 3-0 ???????® | #Tokyo2020"""	21
Sporting News	5703
"#Tokyo2020 | #Olympics https://t.co/bfVp57ry42"""	8
K????	653
"#Hockey #IndiaAtTokyo2020"""	0
Arvind Chauhan	2039
"#Tokyo2020 | #Olympics"""	0
Lavanya L Narayanan	2983
"#Hockey #TeamIndia #Tokyo2020"""	0
"Editor, Up The Arse!"	89
"#NEDBRA #Tokyo2020"""	0
Bradley Zimmerman	1719
"#Illini alum Tyson Bull has qualified for the #ArtisticGymnastics horizontal bar final in the #Tokyo2020É?? https://t.co/vCH4NyiQwU"""	2
Mergim Cahani	1178
"Honored to be with @GjirafaShqip as a suppoÉ?? https://t.co/TzOA4c0JeX"""	2
Himanshu Saini	41
mike the tiger stan account	4919
"#NZL #USA #NZLvUSA #Olympics #Tokyo2020"""	0
kai	605
Luke Hawksley	536
"#Lionesses #Tokyo2020 #EllenWhite #England"""	0
Madeline Enna	540
` ?ùê™ É?õ †ùÆ†?≠ Öú¶	56
Geoff Simmons	1672
HTownKris	2221
Becky Gamester-Newton ????	1635
Phil Margolies	1585
Daniel Phimphisane	466
Naeryn	301
Winger	280
Pardeep Cattry	581
"#Tokyo2020"""	1
Ryan	1225
É??É?™revwellÉÅ˙É?? PTD NO.1 on HOT100 Éù?ÉÅ¯?ú?? É??É?????ÊÉ??Éù?	212
"#TXT_MAGIC_OLYMPICS"""	0
Express Sports	398
"LIVE: https://t.co/acmTWhzH0K"""	0
Settle the Score Podcast	344
"#USWNT #USAvNZL #Tokyo2020"""	0
Eugene Amponsah	792
Red Card	3101
"#Football #Olympics #Tokyo2020"""	0
Eshwar Khandre	311
Ashok M (Ö??Ö??.Ö??Ö??Ö??Ö??Ö?ç)	3135
"#Hockey #IND #NED #Tokyo2020"""	1
?ù???ù???ù???ù???ù?? ?ù?Å?ù???ù???ù?ç?ù???ù???ù?ê?ù???ù???ù???ù?? Éù?ã?è????????	2092
Mike Pavitt	1304
"#Tokyo2020 #Olympics https://t.co/1xik6WCiL5 https://t.co/wHq0PWdRsf"""	0
Peter Gillibrand	4487
"#TeamGB #Tokyo2020"""	1
Almighty Alexa	653
Rachel (she/her)	930
"#USWNT #Tokyo2020"""	0
The Arsenal Review	91
"Speedy recÉ?? https://t.co/vKTZS9QMVQ"""	6
Gerard Abeysena	390
Alkass Digital	42
"ReÉ?? https://t.co/MuvEZN9Gn6"""	0
Jared Anderson	1135
???? Julia ????	1575
WSUlive	142
Rappler Sports	147
vikram	906
É??Theodore P. JuradoÉ??	4454
"Olympic gold in taekwondo."""	0
Akulmach	4999
Anuj Kumar (Ö??Öù?Ö?¯ÖùçÖ??Ö?ÊÖ??Ö??Öù?)	822
"#TokyoOlympics2021 https://t.co/cz0rr8eRQa"""	3
Tiebreaker Times	1796
"#Tokyo2020 https://t.co/MJ8cFA96Bm"""	4
Ö??Ö?ÒÖ?ÅÖ?ÅÖ??Ö?ùÖ??Ö??Ö?˝Ö?úÖ?ÒÖ?Å	26
"#Ö??Ö??Ö??Ö??Ö??Ö??Ö??Ö??Ö??Ö?¶ #Tokyo2020 #TeamThailand https://t.co/50F2MyQarp"""	1
Jamar Lewis	900
"#NZLUSA #NEDBRA #Tokyo2020 #Olympics https://t.co/kt380mjfkk"""	0
AR Legaspi	378
FranzDegala É??	1384
Hyderabad Post	461
"Read more hereÉ??É?? https://t.co/TtNjWPrytI"""	0
FatimaOxford	1130
"#Olympics #July24Coup #Tokyo2020 #boxing #PermissiontoDance https://t.co/sdgBodSwaj"""	0
B??i Minh Tu†ßùn	63
Professional Sad Girl	114
"#USAvNZL #Tokyo2020 #TokyoOlympics #USWNT"""	0
kamlesh waghmare	5
CHAUDHRY IMRAN É?õ????	12642
"#Olympics #OlympicGames #Olympics2020 #USAÉ?? https://t.co/6r0HtJZV8U"""	0
Jessica Fisher	379
Deccan Herald	152
Creighton University	1086
"Beth Riemersma discusses the joys and challenges of treatiÉ?? https://t.co/ryTEHX01z0"""	0
Danish????????Ö??Ö??Ö??Ö?®Ö??/????????É??	568
"https://t.co/YSMp64qzwq"""	0
Melai Alberto	210
AakrutiWrites	29
RAF Hockey	520
"Goals from @Samuel_Ward13 @Liam_Ansell21 &amp; Jack Waller see @gbhockey toÉ?? https://t.co/WEMDgh1ALY"""	0
#Tokyo2020	436
Lewis.	355
Tiger Salman Trends	1150
Anmol singhania	65
"You are shining star for INDIA ????????É?? https://t.co/TwZfcVWKtw"""	0
Warren2020	1080
FatimaOxford	1130
"#Olympics #July24Coup #Tokyo2020 #boxing #PermissionToDanceRnBRemix https://t.co/MeBBPT2Ve2"""	0
INQUIRER Sports	523
Rotimi	441
"??è?Joint Most GoaÉ?? https://t.co/DS8bLAoVoc"""	0
Yemmy	816
Muhammad Shahbaz Sarkani	4780
Aadhi????	66
Sophien Kamoun	15224
Akshay Nandwana	848
"#KotlinÉ?? https://t.co/VTSOGFZ05b"""	0
Felicity Trinh	329
FatimaOxford	1130
"#Olympics #July24CoupÉ?? https://t.co/6FdxFYhSpK"""	0
ThailandÉ?õVolleyball	169
"We totally love the #Olympics vibe! https://t.co/md2m9KSsSb"""	109
James Nalton	1137
Akshay A Pande	881
É?ùÉ?≠É??É??	109
Michael Scoates ????	270
"Wishing you andÉ?? https://t.co/ichJzDq3mn"""	0
Paulo Senra	4801
zaheer Ahmad	249
Franz Halili	295
"#Tokyo2020"""	0
Mr Strategy	295
"Huts off to Stephen KiproticÉ?? https://t.co/FGHxdAkZyX"""	0
Karthik Mallikarjun Ugalat	6
"#tokyoolympicsÉ?? https://t.co/jlg4uNw3Ej"""	0
Tootwotoys	0
"#tootwotoys #tootwoÉ?? https://t.co/8bliFTNAWX"""	0
xoxo	369
Lt.Gan Asif Ghufoor???Ê???¯	199
"Jihadlifting &amp; SurrenÉ?? https://t.co/QxzSmnFhum"""	7
Kelly Lucas	116
"#GoAussies #Olympics?ˇ?ˇ?ˇÉ?? https://t.co/UHudvhMpUs"""	0
Nitish Bhardwaj	45
"#TokyoOlympics https://t.co/qB6rcZJAdY"""	0
Dominique ????	731
Prem Mohanty	2922
Agnes	458
D.O. is here! EMPATHY ????	185
The Field	602
"India with a spell in the Dutch half in the final minutes of the 3rd quarterÉ?? https://t.co/OmuHxDDRky"""	0
Suresh Choubey (Rambo)	139
"Congratulations to Israel too???????Ò???è #Tokyo2020 https://t.co/4GEmVsQdRC"""	0
US Olympic Events	39
"Floor- Yul MoldauerÉ?? https://t.co/zvlLOKrvto"""	0
HappySoul_by_ReenaKami	91
"#MirabaiChanuWinsMedal #Tokyo2020 https://t.co/Jl6GBlzUIo"""	0
Guardian sport	1788
Anil Kumar	274
" #Tokyo2020 #OlympicsÉ?? https://t.co/d6ODiESU65"""	0
Jacqui Bell	778
Angie Castillo Davis	1147
burke	356
Rungrawin (Sky Blue)	1204
"#TheprideofThailand https://t.co/jcrfkeJa2n"""	4
Kale	165
Gymnastics Ireland	2098
Neelam Sinha	7
"True spritual leader Sant Rampal ji Maharaj ??ù¯???è??ù¯???è??ù¯???è??ù¯???è??ù¯ https://t.co/a9yu7wraxw"""	1
ã??.??ã´ùã´≠ã??É??choikangkamalÉ????è?É??É??ã??.??ã´ùã´≠ã??	678
"#TXT_MAGIC_OLYMPICSÉ?? https://t.co/gTxRJzgzND"""	0
SuperSport Blitz	271
?ù?˙?ù???ù???ù???ù?è?ù??	44
"#Tokyo2020"""	0
Chika Ishii	4955
Love	Twitter Web App
mike the tiger stan account	4919
"#NZL #USA #NZLvUSA #Olympics #Tokyo2020"""	0
Chris Hockman	672
Dan??ella Hol?¨e•?  †ü?	2156
Gaurav	553
"#Cheer4India"""	0
Daniel Phimphisane	466
Jezkalyn	527
Almighty Alexa	653
#gumbagumba	1729
Alpine Warriors	31
Biswaranjan Rout	433
Milos NS ????	444
"#Tokyo2020 https://t.co/kK9PJALrZs"""	0
Ajax Vrouwen	57
"#Tokyo2020 #NEDBRA"""	2
Vlatko Andonovski	36
"???ß???? 3-1 ???????® | #Tokyo2020"""	0
burke	356
Cuddler ??êØ??ê???êØ??ê?	5002
"#Tokyo2020"""	0
First India	228
"READ:É?? https://t.co/B7zAuMbTUw"""	0
Jittery Zeitgeist	389
Roehl Sybing	750
Bittu Tewary	333
"Congratulations #MirabaiChanu on winning the most deserved silver medÉ?? https://t.co/6Bf2rpP81s"""	0
Professional Sad Girl	114
"#USAvNZL #Tokyo2020 #TokyoOlympics #USWNT"""	0
Ö?¶Ö??Ö?˝Ö??Ö?ÅÖ?¯Ö?ÅÖ??Ö??Ö?ç	72
"First medal for india  lbhttps://youtu.be/rK_Wr8Xqhr4"""	0
I'm Dr. R.K.	4252
GUWAHATI AIRPORT	27
"Guwahati Airport congratulates @mirabai_chanu for India's first silver medal on OpÉ?? https://t.co/B0CsIYkAj4"""	0
Ashok M (Ö??Ö??.Ö??Ö??Ö??Ö??Ö?ç)	3135
"#Hockey #IND #NED #Tokyo2020"""	0
DStvZimbabwe	270
"https://t.co/u6QRMqgSGh https://t.co/cS55qzLEqt"""	0
Rub??n Ju?≠rez	291
"https://t.co/VH8nUEI69U"""	0
Reece Timbrook	754
World Bank	825
IndiaToday	248
Manoj Singh Banjara	823
"#Tokyo2020"""	0
alexander siu #s†??†??ê?†??à?¯†?è??†??sê¶†??ê?s	3671
Casper	2250
"#beachvolleyball #Tokyo2020"""	0
Tas	293
World Rowing	1153
"#olympicrowing #rowing #worldrowing #Tokyo2020 https://t.co/cSJn93Uksf"""	2
Rinnyz ???Çß??Å≠??ü???	24
"#Olympics?ˇ #Tokyo2020 https://t.co/1lPRyg88Mw"""	20
The Peninsula Qatar	228
Red Card	3101
"#NZLUSA #Football"""	0
Daily News	81
Ja'mie ????	406
US Olympic Events	39
LosFerWerds	595
skullohmania É?õ #LetLeniLead	539
"Woah! May gold na ang #Thailand. #PHI ???ù??è¨ #THA. That's the second medal for SouthÉ?? https://t.co/pkesYGdykG"""	0
Almighty Alexa	653
PRODIPTA MAULIK (Mr. Singh)	2072
"#MirabaiChanu #Tokyo2020 #ENHYPEN_JAY #Prabhas #TeamIndiaÉ?? https://t.co/y2dOjMWs3c"""	0
durowii ??çù	511
permission to dance is coming ????	107
 We didn't forget the mother&amp;her daughter	Twitter for Android
Lorna Claire Weightman	1769
Free Press Journal	554
"https://t.co/h0AntJgaoN"""	0
Paul Newberry	996
Jacqui Bell	778
Dale Estey	1707
Jonathon Lance	764
Evan Posocco????ã?è	1878
Soccer Facts	5218
"#Tokyo2020 #OlympicGamesÉ?? https://t.co/J0pFbJW6Xs"""	0
CoolsomeXD (He/Him)	2481
HTownKris	2221
9GAG	11
"???? hipdict | IG https://t.co/TmnVzJONNQ"""	229
vijay	502
"#fencingÉ?? https://t.co/38nUSIKv05"""	0
JimBurke21	1503
FIG	670
"#ArtisticGymnastics #Tokyo2020 #Olympics https://t.co/2MKFhhEmaA"""	6
Naveen Dommeti É?õ	148
"#Tokyo2020 É?õ #IND https://t.co/zAkibVdtpB"""	0
Bab Biub	191
By Any Means Necessary!	298
mila c. ??ç?	105
"#USWNT #USA #Tokyo2020 #Olympics #USAvsNZL"""	0
??ç? †Ê??ú†Ê? Éù?ã?è24$	565
"@TXT_members @TXT_bighit"""	0
MySwimPro	8930
"How to Watch ???ßÉ?? https://t.co/fQLFEMfcox"""	0
????????†??†?¨†??†??†??†??†?? †??O†?¶E†??†??KY????????	3114
Simon Wells	268
Chetan Sharma	147
"Many congratulations to India's daughter Saikhom Mirabai Chanu for winning India's first silver meÉ?? https://t.co/ZgmYV8zUtu"""	1
The Field	602
"India's Manika Batra won her first round match but no one was sitting in the coachÉ??s corneÉ?? https://t.co/whDDASq0bs"""	4
Stephen_Pay??è?¢ˇÅ?¢ˇÅõ¢ˇÅù¢ˇÅ?¢ˇÅ?¢ˇÅ®??è?¢ˇÅ?¢ˇÅõ¢ˇÅù¢ˇÅ?¢ˇÅ?¢ˇÅ®???????Ò	2121
Foo	50
DAN SUDI	14992
FREEPICT	1348
Jurassic Park	183
64 Byte IT Solution	149
bluppy	250
Itsme????	267
Pulkeshin ???Ò	652
"#Tokyo2020"""	0
Elias ???ú	1732
"#USWNT #Tokyo2020"""	0
Imi Timms	662
Naoki OKADA	1408
L'Interna(u)ta	50
EestiCAT	39
"#Tokyo2020 #Olympics https://t.co/zcxTd75LYy"""	1
Ele???? || SIAMO CAMPIONI DÉ??EUROPA ????????É?´ã?è	622
"#Tokyo2020 #Taekwondo #Olympics"""	0
Parag D Thombarre	218
"#Hockey #Tokyo2020"""	0
Winger	280
Gurkirat Singh Gill	986
"#Hockey #Tokyo2020"""	0
The Sports Shot	1375
"#USAvNZ #Tokyo2020 https://t.co/rd3xfwlSEy"""	0
The New Zealand Team	703
"Misha Koudinov finishes 52nd overall with a score of 78.064 in the Individual AÉ?? https://t.co/koosMwqn2M"""	1
"Allison McCague, PhD ???™É??ã?è"	1892
Ilaria.mpeg	605
When Playing It Out of the Back Goes Wrong	37
permission to dance is coming ????	107
The killers don't call the ambulance	"É?? https://t.co/QRin76nHlJ"""
Surender Mehra IFS	243
"#MirabaiChanu #Silver #WeightliftingÉ?? https://t.co/aznpBaRhVA"""	0
Fabio___50+3	805
smilesatalite	1171
"Why does she look so happy https://t.co/iM7fHP5WHf"""	0
Vlatko Andonovski	36
"???ß???? 3-1 ???????® | #Tokyo2020"""	0
BetReady	1
"#BettingTips #FootballTips #GamblingTwitter #Tokyo2020"""	0
Kale	165
Giuliana Lorenzo	1085
BJYM Jharkhand	391
"India is proud of you!É?? https://t.co/Togi1xhy8H"""	0
Alok Krishna ÉùÅ	865
"India Proud https://t.co/LCA0TabpId"""	0
fenny	3939
Christie Randazza É??	443
Posa ya Bolingo	656
Laine Evion Ashker	340
AW Repair Group Ltd	1372
"#Olympics #Tokyo2020"""	0
?ùê??ùê??ùêù?ùê™ ??????èØ ??ÉÅ?	5335
Lee Stewart	474
Tanya Rochester-Cooper	254
Ö??Ö??Ö?¶Ö??Ö?®Ö??Ö??_Ö??Ö??Ö?ç_Ö??Ö??Ö?®Ö?¯Ö?ç_Éù?ã?è	1080
"#Tokyo2020 #TeamIndia #MirabaiChanu https://t.co/6JW47MDsfD"""	0
Justin Civitillo	1037
Alerta Gol	5925
"????2-1 (59')É?? https://t.co/AnEmRYyavm"""	0
Pranjay Pansari	273
"#Tokyo2020É?? https://t.co/np1578I0KX"""	0
kokonews	266
"#Staino #Jesus #Adriatici #Assessore #Voghera #giochiolimpici #Tokyo2020 #CerimoniadiaperturaÉ?? https://t.co/s4ADqrwarl"""	0
#1000AwesomeZambians by In'utu Kandolo	3932
Ian Grubman	783
Harpal Tiwana????	664
WSUlive	142
Chris McDonough	2004
U.S. Soccer WNT	126
"???ß???? 3-1 ???????® | #Tokyo2020"""	42
Gaurav	553
"#Cheer4India"""	0
Katie Webber	1043
"#TokyoOlympics #Tokyo2020"""	0
Chika Ishii	4955
Love	Twitter Web App
Beyond 90	760
"#Tokyo2020"""	0
Ruqi	389
"#Noc #AuratMarch #IqraAziz #OlympicGamesÉ?? https://t.co/BuwwtpdCqM"""	0
Bev Matthews RN MSc ????	10486
"LetÉ??s seeÉ?? https://t.co/HGuxaETzRm"""	0
Koreleo	10
"#itsyourtime https://t.co/ncmxFwpICl"""	0
Daniel Phimphisane	466
FIG	670
"#ArtisticGymnastics #Tokyo2020 #Olympics https://t.co/GRPHk4yJgy"""	10
Soccer Facts	5218
"#Tokyo2020É?? https://t.co/z0dRLyvrj8"""	0
Sammah | ????????	2562
Julia Pessoa ???˙???????¶??è¨	250
"#Tokyo2020 https://t.co/C4Xo4gCyNG"""	0
julius lugaaya	2252
"#Gold medalistÉ?? https://t.co/bFb2IS2wbE"""	0
Prashant Ghosh	16
"Watching Female hockey between India &amp; Netherlands it clear Hockey has become more phÉ?? https://t.co/12u3mgOsdD"""	0
EduMcStark	37
"You made our couÉ?? https://t.co/clfKK2rDF4"""	0
GoAWin Official	99
"#GoAWin #Olympics #Tokyo2020 https://t.co/oYoGvyG2Hu"""	0
Gaurav	553
"#Cheer4India"""	0
Alerta Gol	5925
"???ß???? #EstadosUnidos # 3Éüú https://t.co/hoCr7RmAA5"""	0
City of Arlington	1995
Jeremy Dickey	3120
?ê?????Ø?¯	54
Farzan Patel	376
"#Tokyo2020 #Hockey"""	0
CHAUDHRY IMRAN É?õ????	12642
"#Olympics #OlympicGames #Olympics2020 #USA #UAEÉ?? https://t.co/Igg3NWnLhP"""	0
CHELSEYÉ?≠ã?è	231
Bolton College	1209
News Central TV	111
Michael Boyes	288
"Netherlands may have the podium sewn up though. UnlÉ?? https://t.co/EfRtuNyMi5"""	0
Jason	1042
"#NZLvUSA #Tokyo2020"""	0
Learn.Japanese	45
"WhatÉ?? https://t.co/p4WOkiGo3Q"""	1
Rachel (she/her)	930
"#USWNT #Tokyo2020"""	0
Deccan Herald	152
The Echo Newspaper ???????¶??ù???ù???ù?	3098
Dino Maragay	411
Chris Hockman	672
Alerta Gol	5925
"???ß???? #EstadosUnidos # 4Éüú https://t.co/KMRodRN8mP"""	0
anushka	116
Steve Caldwell	980
Tour Taiwan - Taiwan Tourism Bureau	131
"RC Pineda, MD"	790
"Those artists are gÉ?? https://t.co/I6ky0imolS"""	0
Gaurav	553
"#cheerforindia"""	0
Alankrit Shukla	2321
"#Olympics https://t.co/UwvB6vYdqq"""	0
FAVOUR ITUA	1712
"Offiong Edem wins her first round match in theÉ?? https://t.co/FxyVKAqgwa"""	0
Piyush Tripathi	135
"#MirabaiChanuWinsMedal"""	0
AIKEN	1420
"The event is a great chanÉ?? https://t.co/qaVg0WHH3i"""	0
Romy	56
Arvind Chauhan	2039
"#Tokyo2020 | #Olympics"""	0
anna; olympic era	577
"#tokyo2020 https://t.co/S74itqzXAw"""	3
#Tokyo2020	436
Settle the Score Podcast	344
"#USWNT #USAvNZL #Tokyo2020"""	0
svai vai ai i (-2 ????)	751
FIG	670
"#ArtisticGymnastics #Tokyo2020 #Olympics https://t.co/K5GrnyEtSJ"""	6
OLUPOT NATHAN ERNEST	994
OLUPOT NATHAN ERNEST	994
Kuldeep MeenaÉ??Ö??ÖùÅÖ?˝Ö??Öù?Ö?¶ Ö??Öù?Ö?úÖ??????	326
"#Silver https://t.co/Cur3Os3ebf"""	0
Rizwan	966
