user_name	user_friends
Madi	784
Alan Bennett Ilagan	46738
Hockey India	111
"#INDvESP #HaiTayyar #IndiaKaGameÉ?? https://t.co/AT4jjPkcNq"""	1
Ajay Aggarwal	299
Justin Cox	135
Karthik K	298
Jaspreet Singh Sahni	1093
"#Shooting #Tokyo2020"""	2
Independent Head	471
"The latest of a long line oÉ?? https://t.co/8bHoKoET2g"""	0
Bethany	586
jonnyforeigner	587
Minerva °?Êâ˝?ç??ç?™	321
Nikkei Asia	74
"#Tokyo2020 #OlympicsÉ?? https://t.co/0LubxZFV9n"""	1
Cavalette23	1354
Matt Hulk	572
RadioEXOLS2	149
"During one of the menÉ??s volleyball tournaments for the #TokyoOlympics tÉ?? https://t.co/IukokLT7Lu"""	9
É??Theodore P. JuradoÉ??	4457
Give Me Hockey	468
Lynn Williams/Wade LeBlanc Stan	366
Sahil Bakshi	380
"#Tokyo2020 #Olympics #TeamIndia"""	1
Mika	110
"#Tokyo2020?ˇ #TokyoOlympics #Haikyuu #haikyuufanart https://t.co/kvktFkQWyz"""	0
We For News	77
Tim Harvey	1726
Jess Spar	607
Denzel Chestnut	1367
tv9gujarati	148
Lisa Mirabelli ????????	770
UNSW	1356
Ian McNaughton	248
"#Rugby #Tokyo2020 #Olympics #ARG #KOR https://t.co/ZJV42gUdwt"""	0
Standard Sport	835
"Fantastic efÉ?? https://t.co/G1CZLmHyy5"""	2
???????? AMITABH THAKUR ????????	504
Morris France Liew	423
"#Weightlifting #Olympics #OlympicGames #Tokyo2020 #PHI #Gold https://t.co/HF7oEetPS9"""	0
Vinayakk	1056
Better start to second series. Top 4 is the best hope now	Twitter Web App
Megan Hustwaite	5144
Before that	Twitter for iPhone
vikram	906
London Free Press	130
"#Tokyo2020 #TokyoTakeTwo"""	0
The Field	601
"LivÉ?? https://t.co/dSsmz9h3Sd"""	3
"Hassan Barzani , M.A., M.S."	4995
Jessy	210
NEWS CENTER Maine	3654
"https://t.co/92B43jOtFe"""	0
JohnMoriartyFootball	1923
?ù???ù?Ê ?ù???ù?™	9
During the competition between Chinese and Japanese	Twitter for Android
World Rugby Sevens	838
"???? Only four menÉ??s playeÉ?? https://t.co/P7PEmLfqJe"""	8
jus__saying	111
Sweekar Kapoor	1162
Andr??s Contreras ??ç?	453
kat | LALISA SOLO SOON	1592
"#Tokyo2020 #PHI #Gold #OlympicGames"""	0
Robyn	725
David Carlyon	176
"#Tokyo2020 https://t.co/K2SzMOuYkv"""	2
???™Stephen Hockey ????	1092
Zachary Ellinthorpe	201
Honey'd Devi of Evil ??êù	3999
Ü?ù?Åù?Å???? Stand With Hong Kong ???êã?è????	3717
"#OlympicGames #Tokyo2020 https://t.co/7PYqMssxtV"""	0
CBC Olympics	1984
"@KellyVSki hÉ?? https://t.co/RQLOZg59lY"""	7
Mr TV Australia	98
"#AriarneTitmus detailsÉ?? https://t.co/1pppTlekXk"""	0
Sportface	1384
"#ItaliaTeam #Olympics"""	0
Oka Ray Pama	373
"#athlete #Tokyo2020"""	0
?ù???ù?Ê ?ù???ù?™	9
"During the competition between Chinese and JÉ?? https://t.co/90QeyPhm60"""	0
US Mission to ASEAN	759
Rizal Zulkapli AWANI	438
TheStarPhoenix.com	1511
"#Tokyo2020 #TokyoTakeTwo"""	0
Tobias Zimmerman	696
Firstpost Sports	857
Saurabh: 10	9
"ManuÉ?? https://t.co/lROYLkXHpF"""	1
The Bridge	183
"#ManuBhakerÉ?? https://t.co/hhyv4YqDzz"""	0
Best Health 4 You	43
Jaspreet Singh Sahni	1093
"#Tokyo2020 #Olympics"""	0
Morgan Morey	731
Niken Shah	175
KinG Roshawn Jones	550
andy llorona	23
Athul Cherukat	1051
"#Tokyo2020 #Shootin"""	0
Ian McNaughton	248
"#Rugby #Tokyo2020 #Olympics #ARG #KOR"""	0
Nick McCarvel	2243
Khel Now	85
"#Shooting #Tokyo2020É?? https://t.co/Fpt2Hp1e88"""	0
Abhijit Deshmukh	91
News18 Sports	442
"10m Air Pistol Mixed Team - 2nd qualification round: Shaky start by Manu Bhaker andÉ?? https://t.co/nNAxBL4ZYg"""	0
The Field	601
"Steady start by India and Spain. India just seem to be moving better today. It isÉ?? https://t.co/B9iPK385zx"""	1
Castaways ???ˇ	343
"#volleyball https://t.co/faPNMWaqqn"""	0
Jason Mitchell	387
"4th in the woÉ?? https://t.co/iSSX8dZKAR"""	0
Miss D. ???? ???? ???ß ???™	306
Sahil Bakshi	380
"Saurabh scores aÉ?? https://t.co/X2Lpv3i3Ml"""	0
Karthik K	298
News18.com	170
"10m Air Pistol Mixed Team - 2nd qualification round: Shaky start by Manu Bhaker andÉ?? https://t.co/0RzR53xTHH"""	1
Moha Bruha	1435
Abhijeet Kulkarni	734
"Manu clearly struggling with 2 8s and 4 9s in the first series."""	1
Daniel Coppel	632
"CurÉ?? https://t.co/V8dezQ2B8I"""	2
Dance Carefree	48
The Vancouver Sun	1008
"#Tokyo2020 #TokyoTakeTwo"""	1
Sports Interaction	967
FINA	4220
"#Tokyo2020 https://t.co/12hL0ZIkOx"""	6
Patch #AH19 #WeSayNoToMazepin	953
JON	171
?ù???ù?Ê ?ù???ù?™	9
"During the competition between Chinese and JÉ?? https://t.co/F6TAbaMbWy"""	0
Rajesh Ranjan	627
"#Tokyo2020  is cursed for us."""	0
HT Sports	350
Jasmine	956
Vinayakk	1056
"Iran and India as the bottom two is not how I saw this stage starting. So tough to come back here."""	1
EK13 not on WhatÉ??s App	837
"#Rugby #Olympics #Tokyo2020"""	0
The Field	601
"ChaudharyÉ?? https://t.co/gXZlFAtWFq"""	1
Johnny Sole	4998
Abhijeet Kulkarni	734
"Not the kind of start that was expected from Manu and Saurabh in Stage 2. They are cÉ?? https://t.co/B4hgkb87pp"""	1
Hockey Argentino Plus	1110
"ARG ???????˙ (1) vs AUSÉ?? https://t.co/FQ1EPT3jiM"""	0
FirstSportz	258
"#Tokyo2020É?? https://t.co/atnhdo22Gu"""	0
Fixie	167
"#YouTuber #youtubechannel #Fortnite #FortniteClipsÉ?? https://t.co/URAR6sEv2x"""	1
Dartmouth Alumni	1009
The Bridge	183
"The Men's team's 3ã?èÉüúrd match at the #Olympics and a hugely important one at that against Spain.É?? https://t.co/H1XwQOWVLw"""	0
JON	171
Ian McNaughton	248
"#Rugby #Tokyo2020 #Olympics #ARG #KOR"""	0
David	1812
"#Tokyo2020 #Rugby7s https://t.co/2lp4ztKX4N"""	0
HT Sports	350
???™Stephen Hockey ????	1092
Give Me Hockey	468
"Love it #Hockey #INDvESP #Tokyo2020"""	0
No??	78
Sportface	1384
"#ItaliaTeam #Olympics"""	0
Wanderer	89
andy llorona	23
US Olympic Events	40
Anna Webb	442
The Indian News	19
AbbaChabbaDabba	388
Raunaq Walia	634
"#TokyoOlympics2020 #Tokyo2020 #shooting"""	0
JON	171
Hindustan Times	140
"The street sport made its #Olympics  debut in #Tokyo2020 and on Monday the pÉ?? https://t.co/DjzQgXiWc9"""	3
Abhijit Deshmukh	91
Edmonton Journal	241
"#Tokyo2020 #TokyoTakeTwo"""	0
Siddhant Bakshi	108
"#Shooting #Tokyo2020 https://t.co/DGXlQ4h5n5"""	0
???™Stephen Hockey ????	1092
Katie Grey	197
Eroni Verevukivuki	278
"#TosoViti #FIJ #Tokyo2020"""	0
Megan Benson	823
Jackie Hansard	4695
Payment Point India	16
"#AbJeetegaIndia #OlympicGamesÉ?? https://t.co/LaDYF4SjoY"""	0
Moha Bruha	1435
"#Tokyo2020 #Surfing"""	0
dot.LA	418
"https://t.co/j0S2CqE8yX"""	0
Siddharth	433
Bobby Young	826
Ajay	1801
"#Shooting #Tokyo2020"""	0
Andy Thompson	2078
Way2win & Co | Data & Analytics | www.way2win.in	4699
"#Tokyo2020 DayÉ?? https://t.co/0ZX7TafMY9"""	0
Kuhipaat	337
"#AbJeetegaIndia #OlympicGamesÉ?? https://t.co/FabiyyOfZs"""	0
Paul Onufrey	4092
Paul Brown	5145
Sandeep	571
Ardo Miravalles	49
"#Tokyo2020"""	0
manmeet  kumar	20
"#cluelessindia"""	0
Jodi Patrick ????????	3250
Philstar.com	473
"https://t.co/HxtETWhtjd"""	3
UCF Softball	180
"#ChargeOn ???ß????É?? https://t.co/IuxT84LT4j"""	3
katy	975
Vishesh Roy	596
Gururaj Bhatia	1315
Hoopfeed.com ??è?	5396
Group B includes: France	 USA
"#OlympicsÉ?? https://t.co/3ErLfMDr7o"""	1
Rappler	408
"Filipinos online erupted with joy after Hidilyn DiazÉ??s historic win in the #Tokyo2020É?? https://t.co/vd6RjVBZiT"""	8
T#É?™ ???Ò???????? Gu?ù	3477
"#Shooting #Olympics #Tokyo2020"""	0
BBC Sport Yorkshire	4618
"#bbcolympics #Tokyo2020 https://t.co/RCpHUip3Ca"""	0
Chris Trimboli	103
Abhijit Deshmukh	91
Paul Andrew Borley ???????ê	2658
"#Tokyo2020"""	0
Paris 2024	3116
"Tickets will be available in 2023 but first : #Tokyo2020"""	0
JON	171
Ubaid @Sportz	317
EllieMcDK	192
"#Tennis ???????Ê #Tokyo2020 https://t.co/ozWXEqImGS"""	0
Niken Shah	175
Houston Dash	722
"Got some Dash players facing off in #Tokyo2020 for their final group match É™?ã?èÉ?? https://t.co/lvQkqWxaYo"""	3
KXAN News	1692
"https://t.co/aFweIbRj3k"""	0
QUT	459
Shiva Cheruku	164
"#Tokyo2020 #TokyoOlympicsÉ?? https://t.co/kv2F4esUQZ"""	0
Karthik K	298
Female Coaching Nwk	3876
"Only 7ã?èÉüú% of all the coaching positions in the Handball tournament (male &amp; female andÉ?? https://t.co/w9smE60XUG"""	1
Hi-Lites	8
"The following athletes are set to compete today in various categories at the TokÉ?? https://t.co/6K9vjmKtHY"""	0
Ramesh Bala	683
"#TeamIndia É??s 10m Air Pistol Mixed Team of @realmanubhaker  &amp; @SChaudhary2002 advance to quaÉ?? https://t.co/9KcsGCJoIP"""	2
Surfline	210
CGTN	74
Tennis Channel	642
"https://t.co/3yIz64AJNn"""	0
Swim England	824
"We'll soon find out ???ù there's only 30 minutÉ?? https://t.co/2FugYi5tkv"""	1
Eurosport UK	535
"#Tokyo2020 | #MountainBike"""	0
Ralph Lauren	330
Oklahoma Softball	268
???ß Tune in to CNBC at 11 p.m. CT	Twitter Media Studio
Hockey India	111
"#INDvESP #IndiaKaGame #TeamIndia #Tokyo2020É?? https://t.co/wg2GHKIBG8"""	10
Baseline Media	202
Yahoo Philippines	921
Öù?Öù?Ö??Ö??Ö??ÖùçÖ?? Ö?¶ÖùçÖ?¯Ö??Ö??Ö?¶ Ö??Ö?®Ö??Ö??Öù?Öù?	147
"@TheHockeyIndia @WeAreTeamIndia https://t.co/dwbQ09DSle"""	0
Rajesh Ranjan	627
"#shooting #Tokyo2020"""	0
Arcade Heroes - The Saviors of Coin-op Newsblog	331
Jack Walker {Go Team GB!}	3995
"#Tokyo2020"""	0
??êÒ	718
International Hockey Federation	2724
"#Tokyo2020 #INDvESP"""	0
JON	171
Kristin Nicole	831
"Also me:É?? https://t.co/tEvytiYCC5"""	0
Global Strategy Real estate	691
Aviral Rai	905
"#TeamIndia"""	0
TetsuÉ??ThankYouKemba	77
Khel Now	85
ROB Chandigarh	240
"Catch #TeamIndia in action onÉ?? https://t.co/83U2rOp65c"""	0
Give Me Hockey	468
The Bridge	183
Andrew Binner	2258
"It's #rugby hipster Heaven out there! ???ß https://t.co/cVzn3nBI3W"""	0
Express Sports	398
"#Tokyo2020 DayÉ?? https://t.co/m9DNSk5qiM"""	3
Balu Mahendra	132
"#hockey #Tokyo2020"""	0
News18 Sports	442
"FOLÉ?? https://t.co/W4MxcjAbDR"""	0
The Field	601
"That can be called a mixed starÉ?? https://t.co/GZ2zA1httf"""	1
Brent Davidson	1075
Steve Mosley	780
"#Tokyo2020 #Olympics2021 ??è?7ã?èÉüú"""	0
Morelli	626
"#JuegosOlimpicos"""	0
Mukesh Srivastwa	469
"#TeamIndia #Tokyo2020 #Olympics"""	0
Firstpost Sports	857
"India men's team will look to bounce back from a miserable show against Australia when they take on ???¶???? SpaÉ?? https://t.co/S1olZKQL9y"""	2
Vinayakk	1056
"Four 9s in their first six shots. ????"""	0
Brendan Sullivan	482
Ken Childs	1146
Sports For All	407
"WÉ?? https://t.co/T0K45grfMX"""	0
Abhijit Deshmukh	91
New Zealand Football	1302
"#EarnTheFern #KoTéÅtauTeKapaOAotearoa #Tokyo2020 https://t.co/BD5gVFaVVD"""	1
vikram	906
GiGi????	140
Paulo Fontes	776
Kieran Gallop	4252
"#Rugby #Tokyo2020 #Olympics"""	0
RugbyUnplugged.com	2891
Haute Boh??me	1611
Brian Avery	3302
Ant??nio J. Fonseca ???Ê???????Å	103
World Rugby Sevens	838
"#HowWeSevens | #Rugby | #Tokyo2020 https://t.co/nfFCpfBQL4"""	62
Vikram Mahendra	424
"Mixed Team 10m Air Pistol #ShootingÉ?? https://t.co/7XPVwGbKXy"""	1
Luyanda Kazi???®????	1320
Devon || kiss my (uh oh)	581
ROB Chandigarh	240
"ChanuÉ??s medal on the oÉ?? https://t.co/LOJul5yLOc"""	0
Éù?ã?èAshley DarpinoÉù?ã?è	285
Give Me Hockey	468
T#É?™ ???Ò???????? Gu?ù	3477
"#shooting #Tokyo2020 #Olympics"""	0
VudiNiVahi	378
Firstpost Sports	857
"#Tokyo2020 LÉ?? https://t.co/9tnM3Oskyi"""	0
Will	740
Julie Cayley	997
IndiaSportsHub	656
"Rank | 7/8"""	0
Nestor Castro	123
PointsBet AU	1549
Danny	1077
"#Tokyo2020"""	0
Sweekar Kapoor	1162
reet	3386
boardistan	911
True MAGA Neanderthal #FreeJan6PoliticalPrisoners	700
Mukesh Srivastwa	469
lieZ Brown ãú®	212
"Maria SakkariÉ?? https://t.co/yxqN6TsM2A"""	0
The Bridge	183
"The shooters have so far disappointed at #Tokyo2020 and Indians are desperate for a medal.É?? https://t.co/fl3Yldm6vs"""	0
Alexander Grant	446
DisabilityInsider	1348
Onkar ????????	670
Carlo Singson	1349
Elenoa Cavu	712
The Field	601
"https://t.co/PPCCpK4AKT"""	1
Give Me Hockey	468
#Cheer4India	307
"#Tokyo2020 #Cheer4India"""	0
Nora Valentino	5001
Ben Thomas	88
Malay Mail	16
"#olympics #sports #malaysia https://t.co/NqeDHSXGxZ"""	7
Siddharth	433
Makaze Muhammed	385
"#Tokyo2020 #tosovititoso #gofijigo https://t.co/Q0Wi1vrcQL"""	0
Nick ???????˙??ç?	966
#Cheer4India #Tokyo2020 ??ù???ù???ù?	418
"É??ã?è#Cheer4India #Olympics #TeamIndia #Tokyo2020 #Tokyo2021 #IND #Shooting"""	0
Rocielle Barandino	50
"https://t.co/CuUofEdc0P"""	0
ET Canada	12479
"https://t.co/xFacBHJ4TW"""	0
Shreyas Srinivasan	2046
"#Tokyo2020"""	0
InsideSport	731
"Tokyo Olympics Day 5 India scheÉ?? https://t.co/GLM77kQ1Yb"""	0
fijivillage	812
"https://t.co/cqGSW89Lq9"""	6
Linna	356
"#Tokyo2020 https://t.co/eZ7bNqG8nH"""	0
LadyLovelyLumps	944
Alex Jones ????	3073
India_AllSports	109
"#Tokyo2020"""	1
Karthik K	298
Ian McNaughton	248
"#Rugby #Tokyo2020 #Olympics #ARG #KOR"""	0
Curtis Vandenbusch	693
???™Stephen Hockey ????	1092
House of Kardz	524
"Congrats Ahmed Hafnaoui! #MostInspirationalAthlete #Tokyo2020 @Tokyo2020 https://t.co/DuK2pgj0nt"""	0
Stella Zawistowski	876
Isaac ???˝???´ #UsaCubrebocas ???˙	5000
"Round of 16 80 kg MenÉ??s IndividualÉ?? https://t.co/FquVBUEUna"""	0
We For News	77
BDT87	389
Carly Tefft	444
Josiah ??????ù?	5000
"#Tokyo2020"""	0
8News WRIC Richmond	1599
Vinayakk	1056
"20 deep breaths for us.É?? https://t.co/rnpNN0Ga9i"""	1
Alfie Goodrich	1905
JS	2939
The Field	601
"https://t.co/PPCCpK4AKT"""	0
Quellcrist Rainwater ??ç????????¯???????¨???????????Ò???? ???˝???˝É?¶ã?è????É?¶ã?è	698
Ayo T Adebayo	1268
???çNashville	Twitter for iPhone
Janice Dash	8038
_stui_	812
Peter Stilwell	1025
The Field	601
Hopefully	TweetDeck
Evan Morgan Grahame	2499
johanna cuervo	188
Michael Wilson	838
Petrify	930
Telegraph Sport	930
Telegraph Rugby	295
???? Annie ????	761
Scott	697
Nick Ransom	1106
"#surfing #Tokyo2020 https://t.co/5ihssf41Bc"""	0
nope	25
Danny	1077
"Manu Bhaker &amp; Saurabh Chaudhary are at the top after first qualificatioÉ?? https://t.co/dVbxos6W94"""	0
Danielle Solzman É?≠ã?è????É?≠ã?è???ù????ã?è???™	6251
AltandCatchFire	486
POPSUGAR Fitness	518
Elkin Cabas	875
"#Tokyo2020É?? https://t.co/KGwUlHWahZ"""	0
Clark University	453
lieZ Brown ãú®	212
"Frances Tiafoe @FTiafoeÉ?? https://t.co/Nn81C5cOf0"""	0
luis mauricio Venail	595
Alexander Grant	446
New Straits Times	431
HT Sports	350
"https://t.co/zSXTdYOXF3"""	0
Amar Singh (The Great Towel-E)	243
stacey mac	295
Josiah ??????ù?	5000
"#Rugby #Tokyo2020 https://t.co/P97HsLIE8P"""	0
The Field	601
"https://t.co/PPCCpK4AKT https://t.co/UPkK2YgJUR"""	0
luica	1317
Julia Kwan (she/her)	483
"I get the best contÉ?? https://t.co/E7BpzuQf2j"""	0
Sweeney	324
Nishad Pai Vaidya	627
Ritashna Singh	329
"#Tokyo2020 #RugbySevens"""	1
chris is vaxxed ??è?É?çÉ?ˇã?è	1500
Yatin Shriwardhankar	177
"#shootingÉ?? https://t.co/rotifPP5bM"""	0
Ken Browne	1950
"This is aÉ?? https://t.co/lHm3U0GhzZ"""	0
Sandeep R. Kaushik	237
"10m Air Pistol Mixed Team of Manu Bhaker @realmanubhaker &amp; Saurabh ChaudhaÉ?? https://t.co/gfrm5w4NEx"""	0
Karthik K	298
Anne Waits	505
"@MichaelPhelps has made his debut as an #OlympicGames corresponÉ?? https://t.co/l7bwbPFsMV"""	0
Oceania National Olympic Committees (ONOC)	299
"#Tokyo2020É?? https://t.co/I0boRAwYRb"""	1
Jodi Patrick ????????	3250
James Phillips	461
Vinayakk	1056
"The men's hockey team are in action very shortly. Just the small matter of bouncing back fromÉ?? https://t.co/hwm6FazUUO"""	1
FirstSportz	258
"Rk 3 &amp; 4 plaÉ?? https://t.co/HUROXCxeD8"""	0
Firstpost Sports	857
Paul O'Flynn	2676
Justin Cox	135
JON	171
Mela ela ela eh eh ???Æ????	544
Christina Trajceska	1450
Get your bets in	Twitter for iPhone
Kannan	269
"#Tokyo2020 #IndiaAtTokyo2020 https://t.co/RSt1HkVh7R"""	0
James Thompson	1186
nevram porte	105
"#permissiontorepost https://t.co/PpjizgKXnb"""	0
The New York Times	839
BWF	158
"???? @badmintonphoto https://t.co/62lLEkMQVu"""	12
International Hockey Federation	2724
Before the start of @Tokyo2020	Twitter Media Studio
BBC Sport	339
"#bbcolympics #Tokyo2020"""	4
????ë??Ü?Æ?üØ?ü??ü¨?ü??ü????? É??ã?è á???Åç?Å?????Å¶???á?ü?Å??Å????????üü É??ã?è	592
"Guys I really loveÉ?? https://t.co/MOjERQFZiP"""	1
L_Knox	505
"#TheVisaAward #Olympics #FanZoneÉ?? https://t.co/nYvbPhZNS1"""	0
Wayne Holland	4578
Tim Walsh	615
BROOKS	350
"#olympics #Tokyo2020"""	0
BRAD	1246
RugbyUnplugged.com	2891
Plant Based	1006
Amlesh Nand	2141
"Much improved performanceÉ?? https://t.co/OdAFtX592x"""	0
Palash Rai	87
"Saurabh Chaudhary and Manu Bhaker qualified for the second qualification stage after finishing on top wiÉ?? https://t.co/afWwnCOj2p"""	0
Steve Fleck	3727
HC Canada	1081
"#TeamCanada Prepares to face Great Britain in """"crucial"""" matchÉ?? https://t.co/xyAEpTlApp"""	0
USA Triathlon	1213
"???? Getty ImagÉ?? https://t.co/bD2wfNpLqO"""	3
CHEER4INDIA????????	13
"Manu Bhaker and Saurabh Chaudhary holds 1st position with total 582 points iÉ?? https://t.co/xYrbH06RpM"""	0
Ben Coles	990
New Straits Times	431
Elkin Cabas	875
Johanna O. Zulueta	601
Garry and Tim	2565
"-É?? https://t.co/HhsEhtxjpE"""	1
tennis tweet bot	1479
"Next: David Ferrer"""	0
Hakima	1721
"#TokyoOlympics #Tokyo2020"""	0
Sport Australia	11743
RT?? Player	1023
"#TeamIreland #OlympicGames #Ireland7sÉ?? https://t.co/Ocl6qosXqp"""	1
Maka Oneesan	265
"#Tokyo2020É?? https://t.co/e3sAkR4bIx"""	0
Simone Wymbs-Stevens	83
Eurosport UK	535
"#Tokyo2020 | É?çã?è @saddleblaze"""	0
Leonard Lubambula	4066
"#OlympicGames #Tokyo2020 #Rugby"""	0
MovePH	725
"Filipinos online erupted with joy after Hidilyn DiazÉ??s historic win in the #Tokyo2020É?? https://t.co/HgAC0SoQUX"""	1
India Today Sports	28
"Top 2É?? https://t.co/stBLRssx99"""	4
Alan Lan	2060
"Let's go for a different coloÉ?? https://t.co/pYr1jrzG9S"""	0
Chris Bumbaca	1063
Anna Webb	442
???????? É?ù ?ùê??ùê??ùê??ùêÆ?ùê??ùê™?ùê??ùê??ùê??ùê??ùê? É?ù ????????	1487
The Field	601
"Rules:É?? https://t.co/3fS23irxYI"""	4
TOI Sports	254
"#SHOOTING: Manu Bhaker/Saurabh Chaudhary are in action in the 10MÉ?? https://t.co/vTsn0UbC84"""	2
HT Sports	350
"Follow livÉ?? https://t.co/9geiRFI2nn"""	1
Lice Movono	3898
#Cheer4India #Tokyo2020 ??ù???ù???ù?	418
"#Cheer4India #Olympics #TeamIndia #Tokyo2020 #Tokyo2021 #IND #Shooting"""	0
Yash	70
Sia????É?çÉ??ã?è	1551
"#Tokyo2020 Toso Viti Toso É?????Æ????"""	0
Abhijit Deshmukh	91
"#Shooting #Tokyo2020"""	1
Gareth Hall	491
"#TeamGB must feel like they're playing agÉ?? https://t.co/7gyhEGEYWD"""	0
Give Me Hockey	468
"#Hockey #INDvESP #Tokyo2020"""	0
Karthik K	298
Fort Worth Sports	448
"https://t.co/lC4HsIpUuE"""	0
Aniket Mishra	555
"https://t.co/D9wg1etCoF"""	1
Garrett Quinn	2401
Peter Malcolm	8563
Jenny Smith	922
Arron Downes ???Ò	380
"https://t.co/yMZp37Vwww"""	0
Audrey L. Bacani	2272
"#Tokyo2020 https://t.co/xoAT8ReGrK"""	0
FF #JuegosOl??mpicos #Tokyo2020	4632
"HISTORIC!!! #Gold"""	0
Juliana Lazarus ??è?	309
Red Card	3101
#ESP Fernandez Steiner/Baquerizo McMillan 0ã?èÉüú 13	TweetDeck
Viviendo el Surf .	2030
"@italoferreira ???????˙ vsÉ?? https://t.co/iIWsEx6Hyd"""	0
Bhart singh	282
"#Tokyo2020"""	0
Paul Edbrooke MP	571
"#tokyo2020 https://t.co/fQCEbTOeMj"""	0
News18.com	170
"10m Air Pistol Mixed Team -- 2nd qualification round: Top eight pairs of 1st roundÉ?? https://t.co/yX9I1XaKKs"""	0
US Olympic Events	40
News18 Sports	442
"10m Air Pistol Mixed Team -- 2nd qualification round: Top eight pairs of 1st roundÉ?? https://t.co/xaC4clCGh5"""	0
Rappler Sports	148
"Filipinos online erupted with joy after Hidilyn DiazÉ??s historic win in the #Tokyo2020É?? https://t.co/yyubsDjxW9"""	2
The Field	601
India vs Spain will begin at 6.30 am. After the poor result against Australia	TweetDeck
SanDal	423
"@realmanubhaker É??ã?è https://t.co/WVi8xx9AfO"""	0
Andrew Bryan	1910
fijivillage	812
"#Tokyo2020 ??è? #Fiji ???Æ????É?? https://t.co/6YKshQ9LKE"""	0
Surf News	1061
How to watch Finals Day of Olympic Surfing	IFTTT
Surf News	1061
"HÉ?? https://t.co/d4d4wHSGeS"""	0
The Bridge	183
"1Éüú7ÉüúÉ?? https://t.co/RqEVQ6YLDB"""	3
IndiaSportsHub	656
"Rk 3 &amp;É?? https://t.co/17TWW3WKCH"""	2
Robert Bè?aszczak	2774
Ashlee Tulloch	817
É?? ian ??? É????ç?	1888
peter bakas	1743
Elijah Edric Guinto ???Ê????	384
"#Tokyo2020 ???Ê???????????çÉ?? https://t.co/6XymHYk4PD"""	0
Ian McNaughton	248
"#Rugby #Tokyo2020 #Olympics #FIJ #TeamGB"""	0
Jason / Rizal	2087
Amanda-Jane Bendall	1037
Cycling Weekly	1010
AliExpress	249
"#Tokyo2020  #Olympics"""	0
leticia ???????˙	207
Mukesh Srivastwa	469
"#TeamIndia #Tokyo2020 #Olympics https://t.co/hZzuqIOWWy"""	0
Ben Porter	1203
Ashley Tamulonis	1806
Mornings with Matty White	424
Fit India Movement	120
"@realmanubhakerÉ?? https://t.co/iGxFiH3ia3"""	1
Ruel Mendoza	380
#Cheer4India	307
Sydney West	680
Hindustan Times	140
"Subscribe to HTÉ??s new #Olympics newsletter Tokyo Sunrise and get the bestÉ?? https://t.co/bmyAdeyo5N"""	6
Somsubhra Das	141
Beaver Flores	562
"#pinAyprideÉ?? https://t.co/MZ8FK3cqZG"""	0
Sophia McBride	4060
"#Tokyo2020 #Olympics"""	0
The Hockey Paper	3420
Alyssa	527
elaina.	105
cel.solicious	283
marco	316
"#Rugby #Tokyo2020 https://t.co/w8Sf9rlZGw"""	0
Ian McNaughton	248
"#Rugby #Tokyo2020 #Olympics #FIJ #TeamGB"""	1
Vaxxed Globetrotting Cosmopolitan ???¯???????ß???????™????	355
"https://t.co/ydfyeRWdHu"""	0
Jean Evans	523
Benjamin Ramm	1410
gingy.	222
"*in training for 2É?? https://t.co/uYtJIVT7AO"""	1
Matt Johnson	1797
"#Tokyo2020 #Olympics https://t.co/D4xN8oB9ID"""	0
AhramOnlineSports	1459
JONEL	1045
Abhishek chhazed	315
"What kind of bizzare coverage this is. We wake up 5:30 AM in the morningÉ?? https://t.co/RXEtKMR9GM"""	0
William SERIKALI	19119
Amlan Mohapatra	240
"#Tokyo2020 #TeamIndia https://t.co/M54ZXA1wTi"""	0
Benjamin Blum	731
"Will it be enough to see them through toÉ?? https://t.co/775qkS2BuD"""	1
Sathish Kumar	1128
"Top 4É?? https://t.co/5zU1sXfrOw"""	0
Sara Sweeney	195
India TV	40
After reigning supreme in the 10m air pistol qualification stage 1	TweetDeck
Dorian S. Ham	1020
I M 5 P T	490
Rugby Ontario	498
" #Tokyo2020 #Rugby #RugbyCA https://t.co/Fs7qttbKMf"""	1
sandie	347
Jack Walker {Go Team GB!}	3995
"#Rugby #Tokyo2020"""	0
Yash Jha	361
"#TeamIndia #Shooting #Tokyo2020"""	0
War Eagle Harsin	273
Marc McLaren BA	704
Twitter Moments Australia	79
Adam Batcheller	1559
Anna Manley	364
God Bless Texas	792
"#LucianaAlvarado #Tokyo2020"""	0
Jaspreet Singh Sahni	1093
"#Tokyo2020 #Shooting"""	0
Vinayakk	1056
"Team scores from Qualification part 1 are not carried forwards to part 2. All teams start fÉ?? https://t.co/MOBvKBQbW7"""	3
ABee2774	1087
myname45GLK	108
Dusty Reed	818
Glen ??è?¢ˇÅ?¢ˇÅõ¢ˇÅ?¢ˇÅú¢ˇÅ?¢ˇÅ®????????	1028
LINDA TANGRI (MEDIA)	5
"#Tokyo2020 #Japan #SashimiÉ?? https://t.co/U8Ms9YcVjZ"""	0
Honey'd Devi of Evil ??êù	3999
"???????????? #Diving  #OlympicGames #Tokyo2020"""	0
Reuters Pictures	528
Mahesh Sharma	165
RamyaPandian Admirer †??†Ê?†Ê??¯†Ê? †?ˇ†ÊüÉÅ® ????	227
"#Ind #Cheer4India #Tokyo2020 #Olympics #TeamIndia https://t.co/UkM3hlGt9i"""	0
Alfie Goodrich	1905
KStarLive	309
Firstpost Sports	857
